DATE,GEAR, SPECIES,TL_MM,FL_MM,WEIGHT_G,WEIGHT_SOURCE,SAMPLED_FOR_DIET,FISH_ID,NOTES
6/14/2014,SEINE,SUC,29,,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,29,,,,N,,
6/14/2014,SEINE,SUC,40,,,,N,,
6/14/2014,SEINE,SUC,42,,,,N,,
6/14/2014,HOOP,HBC,165,146,34.5,FIELD,Y,HBC.6.29,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,36,,,,N,,
6/14/2014,SEINE,SUC,34,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,34,,,,N,,
6/14/2014,SEINE,SUC,47,,,,N,,
6/12/2014,HOOP,HBC,239,220,101,FIELD,Y,HBC.6.03,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,50,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,40,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,HBC,42,37,,,N,,
6/14/2014,SEINE,HBC,43,39,,,N,,
6/14/2014,SEINE,HBC,35,31,,,N,,
6/14/2014,SEINE,SUC,36,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,24,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,27,,,,N,,
6/14/2014,SEINE,HBC,45,40,,,N,,
6/14/2014,SEINE,SUC,27,,,,N,,
6/14/2014,SEINE,SUC,42,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,45,,,,N,,
6/14/2014,SEINE,HBC,48,45,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,HBC,39,34,,,N,,
6/14/2014,SEINE,SUC,36,,,,N,,
6/14/2014,HOOP,HBC,217,199,77.8,FIELD,Y,HBC.6.30,
6/14/2014,SEINE,HBC,35,30,,,N,,
6/14/2014,SEINE,HBC,43,39,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,HBC,45,41,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,38,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,34,,,,N,,
6/14/2014,SEINE,HBC,35,31,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,25,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,HOOP,HBC,170,164,41.3,FIELD,N,,
6/14/2014,SEINE,SUC,49,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,HBC,42,37,,,N,,
6/14/2014,SEINE,HBC,45,41,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,HBC,35,,,,N,,
6/14/2014,SEINE,SUC,30,,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,HBC,30,26,,,N,,
6/14/2014,SEINE,SUC,36,,,,N,,
6/14/2014,SEINE,SUC,41,,,,N,,
6/14/2014,SEINE,HBC,42,38,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,22,,,,N,,
6/14/2014,SEINE,SUC,31,,,,N,,
6/14/2014,SEINE,SUC,27,,,,N,,
6/14/2014,SEINE,SUC,25,,,,N,,
6/14/2014,SEINE,SUC,29,,,,N,,
6/14/2014,SEINE,SUC,34,,,,N,,
6/14/2014,SEINE,HBC,52,46,,,N,,
6/14/2014,SEINE,HBC,35,31,,,N,,
6/14/2014,SEINE,SUC,40,,,,N,,
6/14/2014,HOOP,HBC,127,118,16.7,FIELD,N,,
6/14/2014,HOOP,HBC,140,132,22.4,FIELD,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,29,,,,N,,
6/12/2014,HOOP,HBC,130,118,17,FIELD,Y,HBC.6.04,
6/14/2014,SEINE,HBC,40,36,,,N,,
6/14/2014,SEINE,SUC,30,,,,N,,
6/14/2014,SEINE,SUC,25,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,30,,,,N,,
6/14/2014,SEINE,HBC,39,34,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/12/2014,HOOP,HBC,297,272,190.5,FIELD,Y,HBC.6.05,
6/14/2014,SEINE,SUC,22,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/14/2014,SEINE,SUC,19,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,HBC,32,27,,,N,,
6/14/2014,SEINE,HBC,40,36,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,24,,,,N,,
6/14/2014,SEINE,SUC,31,,,,N,,
6/14/2014,SEINE,SUC,27,,,,N,,
6/14/2014,SEINE,SUC,27,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,HBC,32,28,,,N,,
6/14/2014,SEINE,HBC,39,34,,,N,,
6/14/2014,SEINE,HBC,50,46,,,N,,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,37,,,,N,,
6/14/2014,SEINE,SUC,23,,,,N,,
6/14/2014,SEINE,SUC,41,,,,N,,
6/14/2014,SEINE,HBC,37,32,,,N,,
6/14/2014,SEINE,SUC,41,,,,N,,
6/14/2014,SEINE,SUC,28,,,,N,,
6/14/2014,SEINE,HBC,40,35,,,N,,
6/14/2014,SEINE,SUC,40,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,31,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/12/2014,HOOP,HBC,171,153,36,FIELD,Y,HBC.6.06,
6/12/2014,HOOP,HBC,150,135,25.2,FIELD,Y,HBC.6.07,
6/14/2014,SEINE,SUC,35,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/14/2014,SEINE,HBC,,,,,N,,
6/12/2014,HOOP,HBC,117,104,11.3,FIELD,Y,HBC.6.08,
6/12/2014,HOOP,HBC,169,154,37.2,FIELD,Y,HBC.6.09,
6/14/2014,HOOP,HBC,41,38,,,N,,
6/14/2014,HOOP,HBC,43,39,,,N,,
6/14/2014,SEINE,SPD,31,29,0.2,LM REGRESSION,Y,SPD.6.24,
6/12/2014,HOOP,SPD,54,49,1.7,FIELD,Y,SPD.6.01,
6/14/2014,HOOP,HBC,48,43,,,N,,
6/14/2014,HOOP,HBC,55,49,,,N,,
6/14/2014,HOOP,HBC,49,44,,,N,,
6/14/2014,HOOP,HBC,50,43,,,N,,
6/13/2014,SEINE,SPD,28,26,0.1,FIELD,Y,SPD.6.10,
6/14/2014,HOOP,HBC,110,99,9.5,FIELD,N,,
6/13/2014,SEINE,SPD,40,37,0.5,FIELD,Y,SPD.6.11,
6/14/2014,HOOP,HBC,47,42,,,N,,
6/14/2014,HOOP,HBC,37,32,,,N,,
6/13/2014,SEINE,SPD,43,40,0.7,FIELD,Y,SPD.6.13,
6/13/2014,SEINE,SPD,39,36,0.4,FIELD,Y,SPD.6.14,
6/13/2014,SEINE,SPD,45,42,0.6,FIELD,Y,SPD.6.15,
6/14/2014,HOOP,HBC,49,45,,,N,,
6/14/2014,HOOP,HBC,46,41,,,N,,
6/14/2014,HOOP,HBC,43,39,,,N,,
6/14/2014,HOOP,HBC,42,38,,,N,,
6/14/2014,HOOP,HBC,53,47,,,N,,
6/14/2014,HOOP,HBC,49,44,,,N,,
6/14/2014,HOOP,HBC,46,42,,,N,,
6/14/2014,HOOP,HBC,52,46,,,N,,
6/14/2014,HOOP,HBC,40,36,,,N,,
6/14/2014,HOOP,HBC,44,40,,,N,,
6/14/2014,HOOP,HBC,44,40,,,N,,
6/14/2014,HOOP,HBC,47,42,,,N,,
6/14/2014,HOOP,HBC,48,42,,,N,,
6/14/2014,HOOP,HBC,48,42,,,N,,
6/14/2014,HOOP,HBC,45,40,,,N,,
6/14/2014,HOOP,SUC,35,32,,,N,,
6/13/2014,HOOP,SPD,49,45,0.9,LM REGRESSION,Y,SPD.6.16,
6/13/2014,HOOP,SPD,72,66,2.7,FIELD,Y,SPD.6.17,
6/13/2014,SEINE,SPD,47,45,0.8,FIELD,Y,SPD.6.18,
6/12/2014,SEINE,SPD,16,15,0,LM REGRESSION,Y,SPD.6.02,
6/14/2014,SEINE,SPD,40,37,0.5,FIELD,Y,SPD.6.20,
6/14/2014,SEINE,SPD,40,37,0.6,FIELD,Y,SPD.6.21,
6/14/2014,SEINE,SPD,43,40,0.6,LM REGRESSION,Y,SPD.6.22,
6/14/2014,SEINE,SUC,34,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,32,,,,N,,
6/14/2014,SEINE,SUC,33,,,,N,,
6/14/2014,SEINE,SUC,26,,,,N,,
6/14/2014,SEINE,SUC,29,,,,N,,
6/14/2014,SEINE,SUC,39,,,,N,,
6/14/2014,SEINE,SUC,22,,,,N,,
6/14/2014,SEINE,SUC,31,,,,N,,
6/14/2014,SEINE,BHS,37,,0.4,LM REGRESSION,Y,BHS.6.61,
6/14/2014,SEINE,SUC,25,,,,N,,
6/14/2014,SEINE,SUC,30,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,HBC,32,,,,N,,
6/14/2014,SEINE,SPD,40,38,0.5,LM REGRESSION,Y,SPD.6.23,
6/14/2014,SEINE,SPD,34,31,0.3,LM REGRESSION,Y,SPD.6.25,
6/15/2014,SEINE,SPD,75,69,2.9,FIELD,Y,SPD.6.26,
6/15/2014,SEINE,SPD,50,46,1.3,FIELD,Y,SPD.6.27,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/14/2014,SEINE,SUC,,,,,N,,
6/15/2014,SEINE,SPD,45,42,0.8,FIELD,Y,SPD.6.28,
6/14/2014,SEINE,HBC,46,42,,,N,,
6/15/2014,SEINE,SPD,39,36,0.5,FIELD,Y,SPD.6.29,
6/12/2014,HOOP,SPD,48,45,0.9,FIELD,Y,SPD.6.03,
6/14/2014,SEINE,SUC,,,,,N,,
6/15/2014,SEINE,SPD,36,34,0.5,FIELD,Y,SPD.6.30,
6/12/2014,HOOP,SPD,45,42,0.8,FIELD,Y,SPD.6.04,
6/12/2014,SEINE,SPD,39,37,0.8,FIELD,Y,SPD.6.06,
6/12/2014,SEINE,SPD,44,42,0.4,FIELD,Y,SPD.6.07,
6/14/2014,SEINE,SPD,42,38,0.6,FIELD,Y,SPD.6.08,
6/13/2014,SEINE,SPD,38,35,0.5,FIELD,Y,SPD.6.09,
6/15/2014,HOOP,BHS,36,34,0.2,FIELD,Y,BHS.6.53,
6/12/2014,SEINE,FMS,35,32,0.5,FIELD,Y,FMS.6.54,
6/15/2014,SEINE,BHS,40,36,0.4,FIELD,Y,BHS.6.56,
6/12/2014,SEINE,FMS,26,23,0.3,FIELD,Y,FMS.6.55,
6/12/2014,SEINE,BHS,39,36,0.5,FIELD,Y,BHS.6.57,
6/12/2014,SEINE,BHS,42,39,0.5,FIELD,Y,BHS.6.58,
6/12/2014,SEINE,FMS,29,28,0.2,FIELD,Y,FMS.6.53,
6/12/2014,SEINE,BHS,31,28,0.2,FIELD,Y,BHS.6.54,
6/13/2014,SEINE,BHS,26,25,0.2,FIELD,Y,BHS.6.60,
6/14/2014,SEINE,BHS,40,38,0.5,LM REGRESSION,Y,BHS.6.50,
6/15/2014,SEINE,BHS,34,31,0.3,FIELD,Y,BHS.6.55,
9/21/2012,HOOP,FMS,428,406,725.3,LM REGRESSION,Y,FMS.9.02,
9/21/2012,HOOP,HBC,290,255,168,FIELD,Y,HBC.9.01,
9/21/2012,HOOP,HBC,215,191,62,FIELD,Y,HBC.9.02,
9/21/2012,HOOP,HBC,218,191,68.5,FIELD,Y,HBC.9.03,
9/21/2012,HOOP,HBC,157,138,23,FIELD,Y,HBC.9.04,
9/22/2012,HOOP,HBC,187,165,49,FIELD,Y,HBC.9.05,
9/22/2012,HOOP,SPD,53,50,1,FIELD,Y,SPD.9.05,
9/22/2012,HOOP,HBC,254,225,119.5,FIELD,Y,HBC.9.06,
9/22/2012,HOOP,HBC,132,124,13.5,FIELD,Y,HBC.9.07,
9/22/2012,HOOP,HBC,113,91,13.3,LM REGRESSION,Y,HBC.9.08,
9/22/2012,HOOP,HBC,68,59,2.3,FIELD,N,,
9/22/2012,HOOP,HBC,266,228,138.9,FIELD,Y,HBC.9.11,
9/22/2012,HOOP,HBC,287,253,159.3,FIELD,Y,HBC.9.12,
9/22/2012,HOOP,HBC,80,71,3.5,FIELD,N,,
9/22/2012,HOOP,HBC,242,202,96.6,FIELD,Y,HBC.9.13,
9/22/2012,HOOP,CCF,74,67,3.5,FIELD,Y,CCF.9.01,
9/22/2012,HOOP,HBC,70,61,2,FIELD,N,,
9/22/2012,HOOP,HBC,69,58,1.6,FIELD,N,,
9/22/2012,HOOP,HBC,58,51,1.6,FIELD,N,,
9/22/2012,HOOP,HBC,75,66,2.5,FIELD,N,,
9/22/2012,HOOP,HBC,60,55,1.3,FIELD,N,,
9/22/2012,HOOP,CCF,60,53,2,FIELD,Y,CCF.9.02,
9/22/2012,SEINE,HBC,158,136,27.1,FIELD,Y,HBC.9.14,
9/22/2012,SEINE,SPD,72,68,2.9,FIELD,Y,SPD.9.13,
9/22/2012,SEINE,HBC,126,111,13.1,FIELD,Y,HBC.9.15,
9/22/2012,SEINE,BHS,92,84,5.2,FIELD,Y,BHS.9.01,
9/22/2012,SEINE,HBC,183,163,42.9,FIELD,Y,HBC.9.16,
9/22/2012,SEINE,HBC,161,139,24.4,FIELD,Y,HBC.9.17,
9/22/2012,SEINE,HBC,164,142,27.4,FIELD,Y,HBC.9.18,
9/22/2012,SEINE,HBC,79,69,3.1,FIELD,N,,
9/22/2012,SEINE,HBC,66,58,2.1,FIELD,N,,
9/22/2012,SEINE,HBC,67,56,2.1,FIELD,N,,
9/22/2012,SEINE,HBC,69,60,2.3,FIELD,N,,
9/22/2012,SEINE,HBC,59,51,1.6,FIELD,N,,
9/22/2012,SEINE,HBC,51,46,1.2,FIELD,N,,
9/22/2012,SEINE,SPD,58,42,1.6,FIELD,Y,SPD.9.14,
9/23/2012,SEINE,FMS,141,129,17.9,FIELD,Y,FMS.9.05,
9/23/2012,SEINE,FMS,116,106,10.6,FIELD,Y,FMS.9.06,
9/23/2012,SEINE,BHS,140,128,18.8,FIELD,Y,BHS.9.02,
9/23/2012,SEINE,SPD,100,92,8.8,FIELD,Y,SPD.9.15,
9/23/2012,SEINE,SPD,65,60,2.1,FIELD,Y,SPD.9.16,
9/23/2012,SEINE,SPD,94,86,5.7,FIELD,Y,SPD.9.17,
9/23/2012,SEINE,FMS,124,111,13.3,FIELD,Y,FMS.9.07,
9/23/2012,SEINE,FMS,78,73,3,FIELD,Y,FMS.9.08,
9/23/2012,SEINE,FMS,75,68,2.9,FIELD,Y,FMS.9.09,
9/23/2012,SEINE,HBC,130,115,15.2,FIELD,Y,HBC.9.19,
9/23/2012,SEINE,HBC,143,130,20,FIELD,Y,HBC.9.20,
9/23/2012,SEINE,HBC,60,54,,,N,,
9/23/2012,SEINE,FMS,106,98,8.7,FIELD,Y,FMS.9.10,
9/23/2012,SEINE,HBC,61,55,1.6,FIELD,N,,
9/23/2012,SEINE,HBC,61,54,1.5,FIELD,N,,
9/23/2012,SEINE,HBC,64,56,1.6,FIELD,N,,
9/23/2012,SEINE,HBC,67,58,2.8,FIELD,N,,
9/23/2012,SEINE,HBC,148,129,19.7,FIELD,Y,HBC.9.21,
9/23/2012,SEINE,HBC,61,54,,,N,,
9/23/2012,SEINE,HBC,71,66,2.3,FIELD,N,,
9/23/2012,SEINE,SPD,63,57,0.9,FIELD,Y,SPD.9.18,
9/23/2012,SEINE,HBC,132,114,15.8,FIELD,N,,
9/23/2012,SEINE,SPD,49,43,0.8,FIELD,N,,
9/23/2012,SEINE,HBC,78,68,2.7,FIELD,N,,
9/23/2012,SEINE,HBC,65,56,1.5,FIELD,N,,
9/23/2012,SEINE,HBC,68,59,,,N,,
9/23/2012,SEINE,HBC,77,66,2.5,FIELD,N,,
9/23/2012,SEINE,HBC,72,61,2.7,FIELD,N,,
9/23/2012,SEINE,HBC,66,58,2,FIELD,N,,
9/23/2012,SEINE,HBC,68,58,2.2,FIELD,N,,
9/23/2012,SEINE,HBC,69,60,2.8,FIELD,N,,
9/23/2012,SEINE,HBC,65,55,2,FIELD,N,,
9/23/2012,SEINE,HBC,65,55,1.5,FIELD,N,,
9/23/2012,SEINE,HBC,70,61,2.5,FIELD,N,,
9/23/2012,SEINE,HBC,74,64,3,FIELD,N,,
9/23/2012,SEINE,HBC,84,73,3.8,FIELD,N,,
9/23/2012,SEINE,HBC,65,55,1.4,FIELD,N,,
9/23/2012,SEINE,HBC,74,63,2.4,FIELD,N,,
9/23/2012,HOOP,HBC,303,270,205.1,FIELD,Y,HBC.9.23,
9/23/2012,HOOP,HBC,288,253,159.7,FIELD,Y,HBC.9.24,
9/23/2012,HOOP,HBC,71,65,2.8,FIELD,N,,
9/23/2012,HOOP,CCF,75,65,3.2,FIELD,Y,CCF.9.03,
9/23/2012,HOOP,CCF,76,67,3.5,FIELD,Y,CCF.9.04,
9/23/2012,HOOP,HBC,218,193,72.6,FIELD,Y,HBC.9.25,
9/23/2012,HOOP,HBC,152,136,23.9,FIELD,Y,HBC.9.26,
9/23/2012,HOOP,HBC,122,107,12.1,FIELD,Y,HBC.9.27,
9/23/2012,HOOP,CCF,74,65,2.8,FIELD,Y,CCF.9.05,
9/23/2012,HOOP,CCF,72,63,2.8,FIELD,Y,CCF.9.06,
9/23/2012,HOOP,HBC,239,205,95.1,FIELD,Y,HBC.9.28,
9/23/2012,HOOP,HBC,139,115,11.9,FIELD,Y,HBC.9.29,
9/23/2012,SEINE,HBC,142,123,15.1,FIELD,Y,HBC.9.30,
9/23/2012,SEINE,SPD,90,84,5.2,FIELD,Y,SPD.9.19,
9/23/2012,SEINE,HBC,125,112,12.4,FIELD,Y,HBC.9.31,
9/23/2012,SEINE,HBC,68,59,2.4,FIELD,N,,
9/23/2012,SEINE,HBC,,,44.6,FIELD,N,,
9/23/2012,SEINE,SPD,79,72,2.9,FIELD,Y,SPD.9.20,
9/23/2012,SEINE,SPD,109,95,8.5,FIELD,Y,SPD.9.21,
9/23/2012,SEINE,SPD,89,80,5.7,FIELD,Y,SPD.9.22,
9/23/2012,SEINE,SPD,51,48,1.2,FIELD,N,,
9/23/2012,SEINE,HBC,144,130,20.8,FIELD,Y,HBC.9.50,
9/23/2012,SEINE,HBC,75,65,3.4,FIELD,N,,
9/23/2012,SEINE,HBC,53,47,0.5,FIELD,N,,
9/23/2012,SEINE,HBC,67,60,2,FIELD,N,,
9/23/2012,SEINE,HBC,74,66,2.8,FIELD,N,,
9/23/2012,SEINE,HBC,75,66,2.5,FIELD,N,,
9/23/2012,SEINE,HBC,84,72,3.3,FIELD,N,,
9/23/2012,SEINE,HBC,116,100,10.1,FIELD,Y,HBC.9.32,
9/23/2012,SEINE,SPD,78,72,2.9,FIELD,Y,SPD.9.23,
9/23/2012,SEINE,HBC,,,,,N,,
9/23/2012,SEINE,HBC,,,,,N,,
9/23/2012,SEINE,HBC,,,,,N,,
9/23/2012,SEINE,HBC,,,,,N,,
9/23/2012,SEINE,HBC,50,,,,N,,
9/23/2012,SEINE,SPD,52,49,1.1,FIELD,Y,SPD.9.24,
9/23/2012,HOOP,CCF,68,60,1.8,FIELD,Y,CCF.9.07,
9/23/2012,SEINE,HBC,56,,,,N,,
9/23/2012,SEINE,SPD,52,49,1.2,FIELD,Y,SPD.9.25,
9/23/2012,SEINE,SPD,62,59,1.3,FIELD,Y,SPD.9.26,
9/23/2012,SEINE,SPD,52,48,1.1,FIELD,Y,SPD.9.27,
9/24/2012,HOOP,HBC,66,58,,,N,,
9/24/2012,HOOP,HBC,142,127,21.4,FIELD,Y,HBC.9.35,
9/24/2012,HOOP,HBC,131,115,15.5,FIELD,Y,HBC.9.36,
