DATE,GEAR, SPECIES,TL_MM,FL_MM,WEIGHT_G,WEIGHT_SOURCE,SAMPLED_FOR_DIET,FISH_ID,NOTES
9/24/2012,HOOP,HBC,295,268,199.7,FIELD,Y,HBC.9.37,
9/24/2012,HOOP,HBC,405,360,554.3,LM REGRESSION,Y,HBC.9.39,
9/24/2012,HOOP,HBC,284,249,149.2,FIELD,Y,HBC.9.40,
9/24/2012,HOOP,HBC,230,202,83.5,FIELD,N,,
9/24/2012,HOOP,HBC,255,233,155.8,FIELD,Y,HBC.9.41,
9/24/2012,HOOP,HBC,268,232,116.5,FIELD,N,,
9/24/2012,SEINE,RSH,60,55,1.8,FIELD,Y,RSH.9.01,
9/24/2012,SEINE,HBC,70,61,1.5,FIELD,N,,
9/24/2012,SEINE,FHM,35,83,0.2,FIELD,Y,FHM.9.01,
9/24/2012,SEINE,HBC,65,56,,,N,,
9/24/2012,SEINE,PKF,42,,0.6,FIELD,N,,
9/24/2012,SEINE,PKF,38,,0.4,FIELD,N,,
9/24/2012,SEINE,PKF,40,,0.6,FIELD,N,,
9/24/2012,SEINE,HBC,82,71,,,N,,
9/24/2012,SEINE,HBC,55,48,,,N,,
9/24/2012,SEINE,HBC,76,66,,,N,,
9/24/2012,SEINE,HBC,66,57,1.7,FIELD,N,,
9/24/2012,SEINE,HBC,65,56,,,N,,
9/24/2012,SEINE,HBC,70,60,,,N,,
9/24/2012,SEINE,PKF,41,,0.6,FIELD,N,,
9/24/2012,SEINE,HBC,57,50,,,N,,
9/24/2012,SEINE,HBC,63,55,1.5,FIELD,N,,
9/24/2012,SEINE,HBC,65,57,,,N,,
9/24/2012,SEINE,HBC,64,56,,,N,,
9/24/2012,SEINE,HBC,61,53,,,N,,
9/24/2012,SEINE,HBC,50,44,,,N,,
9/24/2012,SEINE,HBC,69,60,,,N,,
9/24/2012,SEINE,SPD,102,93,7.3,FIELD,Y,SPD.9.28,
9/24/2012,SEINE,FMS,139,127,19.1,FIELD,Y,FMS.9.15,
9/24/2012,SEINE,HBC,152,134,26.3,FIELD,N,,
9/24/2012,SEINE,HBC,61,54,1.3,FIELD,N,,
9/24/2012,SEINE,HBC,67,61,,,N,,
9/24/2012,SEINE,HBC,66,58,,,N,,
9/24/2012,SEINE,HBC,81,72,,,N,,
9/24/2012,SEINE,HBC,140,125,16.4,FIELD,N,,
9/24/2012,SEINE,HBC,162,143,26,FIELD,N,,
9/24/2012,SEINE,HBC,136,121,15.1,FIELD,Y,HBC.9.38,
9/24/2012,SEINE,HBC,52,47,,,N,,
9/24/2012,SEINE,HBC,152,134,20.8,FIELD,N,,
9/24/2012,SEINE,HBC,74,66,,,N,,
9/24/2012,SEINE,HBC,285,251,162,FIELD,Y,HBC.9.33,
9/24/2012,SEINE,BHS,152,137,23.4,FIELD,Y,BHS.9.03,
9/24/2012,SEINE,FMS,145,131,21,FIELD,Y,FMS.9.11,
9/24/2012,SEINE,FMS,130,119,14,FIELD,Y,FMS.9.12,
9/24/2012,SEINE,FMS,130,117,13.7,FIELD,Y,FMS.9.13,"Sample lost in lab, never processed"
9/24/2012,SEINE,FMS,115,106,11,FIELD,Y,FMS.9.04,
9/24/2012,SEINE,HBC,138,119,16.1,FIELD,Y,HBC.9.34,
9/24/2012,SEINE,BHS,99,90,5.7,FIELD,Y,BHS.9.04,
9/24/2012,SEINE,HBC,142,122,16.3,FIELD,N,,
9/24/2012,SEINE,HBC,65,61,,,N,,
9/24/2012,SEINE,HBC,69,63,,,N,,
9/24/2012,SEINE,HBC,90,78,,,N,,
9/24/2012,SEINE,HBC,72,62,,,N,,
9/24/2012,SEINE,HBC,51,45,,,N,,
9/24/2012,SEINE,SPD,48,44,0.9,FIELD,N,,
9/24/2012,SEINE,HBC,157,138,24.3,FIELD,N,,
9/24/2012,SEINE,HBC,176,151,37.4,FIELD,N,,
9/24/2012,SEINE,HBC,70,62,3.4,FIELD,N,,
9/24/2012,SEINE,HBC,68,59,,,N,,
9/24/2012,SEINE,HBC,71,63,,,N,,
9/24/2012,SEINE,HBC,77,76,,,N,,
9/24/2012,SEINE,HBC,76,68,,,N,,
9/22/2012,SEINE,HBC,50,46,0.5,FIELD,N,,
9/22/2012,SEINE,HBC,68,59,1.4,FIELD,N,,
9/22/2012,SEINE,HBC,72,62,2.4,FIELD,N,,
9/22/2012,SEINE,HBC,56,50,1.1,FIELD,N,,
9/22/2012,SEINE,HBC,75,66,2.3,FIELD,N,,
9/22/2012,SEINE,HBC,74,65,3.2,FIELD,N,,
9/22/2012,SEINE,HBC,132,113,12.4,FIELD,Y,HBC.9.09,
9/22/2012,SEINE,HBC,52,46,0.9,FIELD,N,,
9/22/2012,SEINE,HBC,49,42,0.6,FIELD,N,,
9/22/2012,SEINE,PKF,36,,1.1,FIELD,N,,
9/22/2012,SEINE,SPD,42,40,0.5,FIELD,Y,SPD.9.06,
9/22/2012,SEINE,SPD,48,45,0.6,FIELD,Y,SPD.9.07,
9/22/2012,SEINE,HBC,58,51,1,FIELD,N,,
9/22/2012,SEINE,SPD,42,40,0.5,FIELD,Y,SPD.9.08,
9/22/2012,SEINE,SPD,50,47,1.1,FIELD,Y,SPD.9.09,
9/22/2012,SEINE,HBC,67,60,2.2,FIELD,N,,
9/22/2012,SEINE,SPD,45,42,0.7,FIELD,Y,SPD.9.10,
9/22/2012,SEINE,SPD,45,42,0.6,FIELD,N,,
9/22/2012,SEINE,SPD,36,34,0.5,FIELD,Y,SPD.9.11,
9/22/2012,SEINE,SPD,46,44,0.5,FIELD,N,,
9/22/2012,SEINE,HBC,69,62,2,FIELD,N,,
9/22/2012,SEINE,HBC,138,120,17.2,FIELD,Y,HBC.9.10,
9/22/2012,SEINE,SPD,49,46,0.9,FIELD,N,,
9/22/2012,SEINE,HBC,71,67,2.8,FIELD,N,,
9/22/2012,SEINE,HBC,57,53,1.2,FIELD,N,,
9/22/2012,SEINE,HBC,61,56,2.1,FIELD,N,,
9/22/2012,SEINE,HBC,66,61,3,FIELD,N,,
9/22/2012,SEINE,HBC,69,61,2.4,FIELD,N,,
9/22/2012,SEINE,HBC,61,56,1.8,FIELD,N,,
9/22/2012,SEINE,SPD,42,39,0.9,FIELD,N,,
9/22/2012,SEINE,HBC,55,48,0.7,FIELD,N,,
9/22/2012,SEINE,HBC,62,56,0.6,FIELD,N,,
9/22/2012,SEINE,HBC,56,52,1.1,FIELD,N,,
9/22/2012,SEINE,SPD,42,40,0.8,FIELD,N,,
9/22/2012,SEINE,SPD,50,48,0.8,FIELD,Y,SPD.9.12,
9/22/2012,SEINE,PKF,39,,,,N,,
9/22/2012,SEINE,PKF,37,,,,N,,
9/22/2012,SEINE,FMS,484,455,1064.3,LM REGRESSION,Y,FMS.9.33,
9/22/2012,SEINE,HBC,56,53,1.9,FIELD,N,,
9/22/2012,SEINE,HBC,69,63,2,FIELD,N,,
9/22/2012,SEINE,PKF,34,,0.4,FIELD,N,,
9/22/2012,SEINE,FMS,78,71,3.2,FIELD,Y,FMS.9.03,
9/22/2012,SEINE,PKF,43,,0.8,FIELD,N,,
9/22/2012,SEINE,HBC,53,45,,,N,,
9/22/2012,SEINE,HBC,59,52,,,N,,
9/22/2012,SEINE,HBC,59,51,3,FIELD,N,,
9/22/2012,SEINE,PKF,39,,0.5,FIELD,N,,
9/21/2012,SEINE,SPD,67,61,1.1,FIELD,Y,SPD.9.01,
9/21/2012,SEINE,SPD,76,69,3.4,FIELD,Y,SPD.9.02,
9/21/2012,SEINE,SPD,44,40,0.3,FIELD,Y,SPD.9.03,
9/21/2012,SEINE,HBC,75,64,5.3,FIELD,N,,
9/21/2012,SEINE,PKF,37,,0.8,FIELD,N,,
9/21/2012,SEINE,PKF,39,,0.5,FIELD,N,,
9/21/2012,SEINE,PKF,27,,0.2,FIELD,N,,
9/21/2012,SEINE,FMS,152,142,23.6,FIELD,Y,FMS.9.01,
9/21/2012,SEINE,HBC,69,60,2.2,FIELD,N,,
9/21/2012,SEINE,SPD,44,41,0.7,FIELD,Y,SPD.9.04,
1/21/2013,SEINE,BHS,45,43,0.6,FIELD,Y,BHS.1.10,
1/19/2013,SEINE,BHS,47,44,0.7,FIELD,Y,BHS.1.01,
1/19/2013,SEINE,SPD,34,32,0.2,FIELD,Y,SPD.1.01,
1/19/2013,HOOP,BHS,142,129,18.4,FIELD,Y,BHS.1.03,
1/20/2013,SEINE,BHS,55,52,1.3,FIELD,Y,BHS.1.04,
1/20/2013,SEINE,BHS,41,38,0.5,FIELD,Y,BHS.1.05,
1/20/2013,SEINE,BHS,53,52,1.2,FIELD,Y,BHS.1.06,
1/20/2013,SEINE,BHS,39,36,0.4,FIELD,Y,BHS.1.07,
1/20/2013,SEINE,BHS,196,181,49.3,FIELD,Y,BHS.1.08,
1/20/2013,SEINE,BHS,48,45,0.7,FIELD,Y,BHS.1.09,
1/18/2013,SEINE,FMS,37,35,0.3,FIELD,Y,FMS.1.01,
1/20/2013,HOOP,FMS,310,289,201.1,FIELD,Y,FMS.1.10,
1/18/2013,SEINE,FMS,37,34,0.3,FIELD,Y,FMS.1.02,
1/18/2013,SEINE,FMS,32,30,0.2,FIELD,Y,FMS.1.03,
1/18/2013,SEINE,FMS,31,30,0.1,FIELD,Y,FMS.1.04,
1/18/2013,SEINE,FMS,38,37,0.4,FIELD,Y,FMS.1.05,
1/18/2013,SEINE,FMS,40,38,0.4,FIELD,Y,FMS.1.06,
1/18/2013,SEINE,FMS,37,34,0.3,FIELD,Y,FMS.1.07,
1/19/2013,HOOP,HBC,180,158,29.3,FIELD,Y,HBC.1.01,
1/20/2013,HOOP,HBC,231,196,68.4,FIELD,Y,HBC.1.10,
1/20/2013,HOOP,HBC,157,139,24.8,FIELD,Y,HBC.1.11,
1/20/2013,HOOP,HBC,142,125,17.9,FIELD,Y,HBC.1.12,
1/20/2013,HOOP,HBC,155,144,25.5,FIELD,Y,HBC.1.13,
1/20/2013,HOOP,HBC,286,252,200.7,LM REGRESSION,Y,HBC.1.14,
1/21/2013,HOOP,HBC,152,134,23.3,FIELD,Y,HBC.1.15,
1/21/2013,HOOP,HBC,165,144,27.6,FIELD,Y,HBC.1.16,
1/21/2013,HOOP,HBC,291,255,211.1,LM REGRESSION,Y,HBC.1.17,
1/19/2013,HOOP,HBC,212,184,51.5,FIELD,Y,HBC.1.02,
1/19/2013,HOOP,HBC,226,194,100.9,LM REGRESSION,Y,HBC.1.03,
1/19/2013,HOOP,HBC,166,145,29.4,FIELD,Y,HBC.1.04,
1/19/2013,HOOP,HBC,156,136,24.2,FIELD,Y,HBC.1.05,
1/19/2013,HOOP,HBC,199,175,44,FIELD,Y,HBC.1.06,
1/19/2013,HOOP,HBC,171,149,29.7,FIELD,Y,HBC.1.07,
1/19/2013,HOOP,HBC,130,111,13.5,FIELD,Y,HBC.1.08,
1/19/2013,HOOP,HBC,84,72,3.7,FIELD,Y,HBC.1.09,
1/20/2013,SEINE,RBT,259,239,122.6,FIELD,Y,RBT.1.01,
1/20/2013,SEINE,SPD,43,40,0.5,FIELD,Y,SPD.1.02,
1/21/2013,SEINE,SPD,61,56,2,FIELD,Y,SPD.1.03,
1/21/2013,SEINE,SPD,62,58,2.1,FIELD,Y,SPD.1.04,
1/21/2013,HOOP,SPD,72,65,3.2,FIELD,Y,SPD.1.05,
1/19/2013,HOOP,HBC,87,84,2.9,FIELD,N,,
1/19/2013,HOOP,HBC,85,79,4,FIELD,N,,
1/19/2013,HOOP,HBC,125,113,9.8,FIELD,N,,
1/19/2013,HOOP,HBC,90,80,5.3,FIELD,N,,
1/19/2013,HOOP,HBC,81,69,3.7,FIELD,N,,
1/19/2013,HOOP,HBC,97,87,6.2,FIELD,N,,
1/19/2013,HOOP,HBC,66,58,1.9,FIELD,N,,
1/19/2013,HOOP,HBC,58,51,1.4,FIELD,N,,
1/19/2013,HOOP,HBC,199,175,46.1,FIELD,Y,HBC.1.50,
1/19/2013,HOOP,HBC,133,121,16,FIELD,N,,
1/20/2013,HOOP,HBC,221,193,66.6,FIELD,Y,HBC.1.51,
1/20/2013,HOOP,HBC,110,98,8.2,FIELD,N,,
1/21/2013,HOOP,HBC,164,143,30.5,FIELD,Y,HBC.1.52,
1/21/2013,HOOP,HBC,72,64,2.5,FIELD,N,,
1/21/2013,HOOP,HBC,162,138,24.7,FIELD,Y,HBC.1.53,
1/21/2013,HOOP,HBC,99,84,7,FIELD,N,,
1/21/2013,HOOP,HBC,132,115,14.6,FIELD,Y,HBC.1.54,
1/21/2013,HOOP,HBC,136,117,14.7,FIELD,N,,
1/21/2013,HOOP,HBC,85,73,4,FIELD,N,,
1/21/2013,HOOP,HBC,73,63,2.6,FIELD,N,,
1/21/2013,HOOP,HBC,108,94,8,FIELD,N,,
1/21/2013,HOOP,HBC,154,133,27.4,FIELD,N,,
3/25/2013,HOOP,HBC,287,257,202.8,LM REGRESSION,Y,HBC.3.01,
3/25/2013,HOOP,HBC,356,317,380.4,LM REGRESSION,Y,HBC.3.02,
3/25/2013,HOOP,HBC,280,251,188.7,LM REGRESSION,Y,HBC.3.03,
3/25/2013,SEINE,HBC,84,75,4.5,FIELD,N,,
3/25/2013,SEINE,HBC,102,89,8.1,FIELD,N,,
3/25/2013,SEINE,BHS,304,288,279.4,FIELD,Y,BHS.3.01,
3/25/2013,SEINE,HBC,95,84,6.5,FIELD,N,,
3/25/2013,SEINE,HBC,81,75,4.2,FIELD,N,,
3/25/2013,SEINE,SPD,83,75,4.3,LM REGRESSION,Y,SPD.3.01,
3/25/2013,SEINE,SPD,83,76,4.3,LM REGRESSION,Y,SPD.3.02,
3/25/2013,SEINE,SPD,66,60,2.4,FIELD,Y,SPD.3.03,
3/25/2013,SEINE,HBC,,,4.8,FIELD,N,,
3/25/2013,SEINE,BHS,55,49,1.4,FIELD,Y,BHS.3.02,
3/25/2013,SEINE,HBC,84,75,4.5,FIELD,N,,
3/25/2013,SEINE,HBC,74,69,2.8,FIELD,N,,
3/25/2013,SEINE,BHS,62,56,1.7,FIELD,Y,BHS.3.03,
3/25/2013,SEINE,HBC,80,74,3.8,FIELD,N,,
3/25/2013,SEINE,HBC,79,71,4.1,FIELD,N,,
3/25/2013,SEINE,BHS,50,46,0.9,FIELD,Y,BHS.3.04,
3/25/2013,SEINE,BHS,50,46,0.9,FIELD,Y,BHS.3.05,
3/25/2013,SEINE,BHS,44,41,0.6,FIELD,Y,BHS.3.06,
3/25/2013,HOOP,HBC,314,283,263.7,LM REGRESSION,Y,HBC.3.13,
3/25/2013,HOOP,HBC,302,270,227.6,FIELD,Y,HBC.3.14,
3/25/2013,HOOP,HBC,144,125,18.6,FIELD,Y,HBC.3.15,
3/26/2013,SEINE,HBC,102,89,8.4,FIELD,N,,
3/26/2013,SEINE,HBC,90,82,5.5,FIELD,N,,
3/26/2013,SEINE,HBC,106,95,7.8,FIELD,N,,
3/26/2013,SEINE,HBC,71,61,2.8,FIELD,N,,
3/26/2013,HOOP,HBC,207,182,78.1,LM REGRESSION,Y,HBC.3.16,
3/26/2013,SEINE,HBC,90,80,4.1,FIELD,N,,
3/26/2013,SEINE,FHM,75,70,3.9,FIELD,Y,FHM.3.10,
3/26/2013,SEINE,HBC,83,73,4.2,FIELD,N,,
3/26/2013,SEINE,SPD,66,61,2.6,FIELD,Y,SPD.3.04,
3/26/2013,SEINE,HBC,112,101,9.8,FIELD,N,,
3/26/2013,SEINE,SPD,89,81,5.9,FIELD,Y,SPD.3.05,
3/26/2013,SEINE,FHM,70,65,3,FIELD,Y,FHM.3.12,
3/26/2013,SEINE,BHS,55,52,0.7,FIELD,Y,BHS.3.07,
3/26/2013,SEINE,BHS,50,46,0.7,FIELD,Y,BHS.3.08,
3/26/2013,SEINE,HBC,98,85,,,N,,
3/26/2013,SEINE,HBC,97,85,,,N,,
3/26/2013,SEINE,SPD,63,60,1.9,LM REGRESSION,Y,SPD.3.06,
3/26/2013,SEINE,FHM,62,56,1,FIELD,Y,FHM.3.13,
3/26/2013,SEINE,SPD,60,55,1.4,FIELD,Y,SPD.3.07,
3/26/2013,SEINE,HBC,92,82,5.7,FIELD,N,,
3/26/2013,SEINE,BHS,66,62,2.1,LM REGRESSION,Y,BHS.3.09,
3/26/2013,SEINE,BHS,70,65,2.3,FIELD,Y,BHS.3.10,
3/26/2013,SEINE,HBC,84,75,3.8,FIELD,N,,
3/26/2013,SEINE,SPD,62,59,2.2,FIELD,Y,SPD.3.08,
3/26/2013,SEINE,BHS,55,52,1.3,FIELD,Y,BHS.3.12,
3/26/2013,SEINE,SPD,69,63,2.7,FIELD,Y,SPD.3.09,
3/26/2013,SEINE,FHM,56,52,1.6,FIELD,Y,FHM.3.04,
3/26/2013,SEINE,HBC,73,65,,,N,,
3/26/2013,SEINE,BHS,43,41,1.2,FIELD,Y,BHS.3.13,
3/26/2013,SEINE,RSH,42,38,0.5,FIELD,Y,RSH.3.05,
3/26/2013,SEINE,BHS,49,46,0.5,FIELD,Y,BHS.3.14,
3/26/2013,HOOP,HBC,141,123,19.7,FIELD,Y,HBC.3.17,
3/26/2013,HOOP,HBC,295,268,240.2,FIELD,Y,HBC.3.18,
3/26/2013,HOOP,HBC,310,280,277.8,FIELD,Y,HBC.3.19,
3/26/2013,HOOP,HBC,290,256,272.2,FIELD,Y,HBC.3.20,
3/26/2013,SEINE,HBC,86,76,4.2,FIELD,N,,
3/26/2013,HOOP,HBC,282,254,192,FIELD,Y,HBC.3.21,
3/26/2013,HOOP,BRT,304,289,220.2,FIELD,Y,BRT.3.01,
3/26/2013,HOOP,HBC,293,256,172.2,FIELD,Y,HBC.3.22,
3/26/2013,HOOP,HBC,142,127,21.3,FIELD,Y,HBC.3.23,
3/26/2013,HOOP,BHS,315,293,234,FIELD,Y,BHS.3.15,
3/26/2013,HOOP,HBC,145,126,20.1,FIELD,Y,HBC.3.24,
3/27/2013,HOOP,HBC,323,285,358.2,FIELD,Y,HBC.3.25,
3/27/2013,HOOP,HBC,130,114,15.3,FIELD,Y,HBC.3.26,
3/27/2013,HOOP,HBC,164,145,31.4,FIELD,N,,
3/27/2013,HOOP,HBC,92,79,5.5,FIELD,N,,
3/27/2013,HOOP,HBC,274,250,153.5,FIELD,N,,
3/27/2013,HOOP,HBC,174,151,35.1,FIELD,Y,HBC.3.27,
3/27/2013,HOOP,BHS,299,283,253.6,FIELD,Y,BHS.3.16,
3/27/2013,HOOP,HBC,94,82,,,N,,
3/27/2013,HOOP,FMS,445,431,819,LM REGRESSION,Y,FMS.3.02,
3/27/2013,HOOP,HBC,250,226,148.9,FIELD,N,,
3/27/2013,SEINE,HBC,102,91,7.5,FIELD,N,,
3/27/2013,SEINE,HBC,87,77,5.3,FIELD,N,,
3/27/2013,SEINE,PKF,47,,0.4,FIELD,Y,PKF.3.01,
3/27/2013,SEINE,HBC,104,93,7.7,FIELD,N,,
3/27/2013,SEINE,HBC,90,78,4.9,FIELD,N,,
3/27/2013,SEINE,HBC,151,132,27.9,FIELD,Y,HBC.3.28,
3/27/2013,SEINE,HBC,141,127,21.1,FIELD,Y,HBC.3.29,
3/27/2013,SEINE,HBC,100,92,6.1,FIELD,N,,
3/27/2013,SEINE,HBC,90,81,5.2,FIELD,N,,
3/27/2013,SEINE,BHS,57,53,1.3,FIELD,Y,BHS.3.17,
3/27/2013,SEINE,SPD,69,64,2.5,FIELD,Y,SPD.3.12,
3/27/2013,SEINE,SPD,45,43,0.6,FIELD,Y,SPD.3.13,
3/27/2013,SEINE,FHM,72,69,4,FIELD,Y,FHM.3.01,
3/27/2013,SEINE,SPD,73,70,4.3,FIELD,Y,SPD.3.14,
3/27/2013,SEINE,HBC,85,78,4.4,FIELD,N,,
3/27/2013,SEINE,SPD,56,52,1.5,FIELD,Y,SPD.3.15,
3/27/2013,SEINE,SPD,72,66,3.6,FIELD,Y,SPD.3.16,
3/27/2013,SEINE,FHM,56,52,1.4,FIELD,Y,FHM.3.02,
3/27/2013,SEINE,HBC,92,81,5.1,FIELD,N,,
3/27/2013,SEINE,SPD,76,70,3.3,FIELD,Y,SPD.3.17,
3/27/2013,SEINE,BHS,60,56,1.6,FIELD,Y,BHS.3.18,
3/27/2013,SEINE,BHS,48,46,1,FIELD,Y,BHS.3.19,
3/27/2013,SEINE,BHS,52,49,1,FIELD,Y,BHS.3.20,
3/27/2013,HOOP,HBC,230,200,82.8,FIELD,Y,HBC.3.30,
3/27/2013,HOOP,HBC,322,292,247.6,FIELD,Y,HBC.3.31,
3/27/2013,SEINE,HBC,91,79,5,FIELD,N,,
3/27/2013,SEINE,HBC,87,77,5.1,FIELD,N,,
3/27/2013,SEINE,FHM,52,50,1.4,FIELD,Y,FHM.3.03,
3/27/2013,SEINE,HBC,96,87,6.4,FIELD,N,,
3/27/2013,SEINE,HBC,138,121,17.1,FIELD,N,,
3/27/2013,HOOP,HBC,90,80,5.2,FIELD,N,,
3/27/2013,HOOP,HBC,270,247,176.7,FIELD,Y,HBC.3.32,
3/27/2013,HOOP,HBC,151,133,27.2,FIELD,N,,
3/27/2013,HOOP,HBC,146,128,19.5,FIELD,Y,HBC.3.33,
3/27/2013,HOOP,BHS,291,276,345.2,FIELD,Y,BHS.3.21,
3/27/2013,HOOP,BHS,278,262,190.2,FIELD,Y,BHS.3.22,
3/27/2013,HOOP,FMS,422,400,694,LM REGRESSION,Y,FMS.3.03,
3/27/2013,HOOP,BHS,240,190,77.3,FIELD,Y,BHS.3.23,
3/27/2013,HOOP,FMS,430,418,735.9,LM REGRESSION,Y,FMS.3.04,
3/27/2013,HOOP,HBC,288,252,206.5,FIELD,N,,
3/27/2013,HOOP,HBC,277,252,207.4,FIELD,Y,HBC.3.34,
3/27/2013,HOOP,HBC,300,266,243.3,FIELD,Y,HBC.3.35,
3/27/2013,HOOP,HBC,265,238,160.8,FIELD,Y,HBC.3.36,
3/27/2013,HOOP,HBC,292,261,209.2,FIELD,Y,HBC.3.37,
3/27/2013,HOOP,HBC,255,229,140,FIELD,Y,HBC.3.38,
8/23/2013,SEINE,FMS,70,65,2.7,FIELD,N,,
8/23/2013,SEINE,SPD,58,54,1.4,FIELD,N,,
8/23/2013,SEINE,HBC,49,46,1,FIELD,N,,
8/23/2013,SEINE,FMS,88,80,4.3,FIELD,N,,
8/23/2013,SEINE,FMS,102,93,77,FIELD,N,,
8/23/2013,SEINE,HBC,135,117,15,FIELD,N,,
8/23/2013,SEINE,FMS,63,60,1.7,FIELD,N,,
8/23/2013,SEINE,HBC,48,42,0.8,FIELD,N,,
8/23/2013,SEINE,FMS,66,61,2.3,FIELD,N,,
8/23/2013,SEINE,FMS,76,72,3.7,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,1.6,FIELD,N,,
8/23/2013,SEINE,FMS,50,46,1,FIELD,N,,
8/23/2013,SEINE,FMS,72,66,2.5,FIELD,N,,
8/23/2013,SEINE,FMS,78,73,3.4,FIELD,N,,
8/23/2013,SEINE,HBC,65,59,1.9,FIELD,N,,
8/23/2013,SEINE,HBC,67,61,2.4,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,2.4,FIELD,N,,
8/23/2013,SEINE,FMS,67,62,2.6,FIELD,N,,
8/23/2013,SEINE,FMS,62,57,1.6,FIELD,N,,
8/23/2013,SEINE,HBC,66,60,2,FIELD,N,,
8/23/2013,SEINE,FMS,77,72,3.1,FIELD,N,,
8/23/2013,SEINE,FMS,67,62,2.4,FIELD,N,,
8/23/2013,SEINE,HBC,63,57,3,FIELD,N,,
8/23/2013,SEINE,FMS,68,63,2.8,FIELD,N,,
8/23/2013,SEINE,HBC,62,56,1.7,FIELD,N,,
8/23/2013,SEINE,FMS,69,64,2.6,FIELD,N,,
8/23/2013,SEINE,HBC,60,55,1.6,FIELD,N,,
8/23/2013,SEINE,FMS,57,53,1.4,FIELD,N,,
8/23/2013,SEINE,FMS,100,93,6.7,FIELD,N,,
8/23/2013,SEINE,FMS,88,82,4.3,FIELD,N,,
8/23/2013,SEINE,HBC,72,65,2,FIELD,N,,
8/23/2013,SEINE,HBC,65,59,1.3,FIELD,N,,
8/23/2013,SEINE,FMS,72,66,2.4,FIELD,N,,
8/23/2013,SEINE,FMS,87,80,4.1,FIELD,N,,
8/23/2013,SEINE,BHS,98,89,5.1,FIELD,N,,
8/23/2013,SEINE,FMS,70,65,2,FIELD,N,,
8/23/2013,SEINE,HBC,69,64,2,FIELD,N,,
8/23/2013,SEINE,HBC,56,51,1.1,FIELD,N,,
8/23/2013,SEINE,HBC,140,122,16.3,FIELD,N,,
8/23/2013,SEINE,HBC,65,59,1.5,FIELD,N,,
8/23/2013,SEINE,HBC,58,52,1.1,FIELD,N,,
8/23/2013,SEINE,HBC,66,60,1.4,FIELD,N,,
8/23/2013,SEINE,HBC,65,58,2.7,FIELD,N,,
8/23/2013,SEINE,BHS,102,93,7.2,FIELD,N,,
8/23/2013,SEINE,FMS,66,60,2.1,FIELD,N,,
8/23/2013,SEINE,HBC,60,54,1.3,FIELD,N,,
8/23/2013,SEINE,HBC,58,52,1.1,FIELD,N,,
8/23/2013,SEINE,FMS,70,65,2.4,FIELD,N,,
8/23/2013,SEINE,SPD,82,77,4.4,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,2,FIELD,N,,
8/23/2013,SEINE,FMS,80,75,3.4,FIELD,N,,
8/23/2013,SEINE,HBC,72,65,2.1,FIELD,N,,
8/23/2013,SEINE,HBC,65,57,2,FIELD,N,,
8/23/2013,SEINE,HBC,69,61,1.7,FIELD,N,,
8/23/2013,SEINE,FMS,89,83,4.5,FIELD,N,,
8/23/2013,SEINE,SPD,93,85,5.9,FIELD,N,,
8/23/2013,SEINE,SPD,115,108,11.6,FIELD,N,,
8/23/2013,SEINE,FMS,70,65,2.4,FIELD,N,,
8/23/2013,SEINE,HBC,113,100,9.7,FIELD,N,,
8/23/2013,SEINE,FMS,82,76,3.7,FIELD,N,,
8/23/2013,SEINE,HBC,74,68,2.2,FIELD,N,,
8/23/2013,SEINE,FMS,86,78,4,FIELD,N,,
8/23/2013,SEINE,SPD,52,47,0.6,FIELD,N,,
8/23/2013,SEINE,HBC,65,59,2,FIELD,N,,
8/23/2013,SEINE,HBC,135,118,16.4,FIELD,N,,
8/23/2013,SEINE,SPD,71,66,2.7,FIELD,N,,
8/23/2013,SEINE,HBC,70,64,2.1,FIELD,N,,
8/23/2013,SEINE,FMS,67,62,2,FIELD,N,,
8/23/2013,SEINE,FMS,61,57,1.6,FIELD,N,,
8/23/2013,SEINE,FMS,72,67,2.7,FIELD,N,,
8/23/2013,SEINE,FMS,90,83,5.1,FIELD,N,,
8/23/2013,SEINE,HBC,65,59,1.5,FIELD,N,,
8/23/2013,SEINE,HBC,70,62,2,FIELD,N,,
8/23/2013,SEINE,HBC,67,60,1.7,FIELD,N,,
8/23/2013,SEINE,SPD,79,73,3.3,FIELD,N,,
8/23/2013,SEINE,FMS,72,67,2.7,FIELD,N,,
8/23/2013,SEINE,HBC,68,62,1.8,FIELD,N,,
8/23/2013,SEINE,HBC,63,55,1.4,FIELD,N,,
8/23/2013,SEINE,HBC,74,65,2.6,FIELD,N,,
8/23/2013,SEINE,SPD,75,70,3.4,FIELD,N,,
8/23/2013,SEINE,BHS,89,80,4.6,FIELD,N,,
8/23/2013,SEINE,SPD,57,53,1.5,FIELD,N,,
8/23/2013,SEINE,SPD,70,63,3,FIELD,N,,
8/23/2013,SEINE,HBC,71,62,2.3,FIELD,N,,
8/23/2013,SEINE,HBC,68,59,2.2,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,2.3,FIELD,N,,
8/23/2013,SEINE,SPD,56,51,1.4,FIELD,N,,
8/23/2013,SEINE,SPD,85,78,4.2,FIELD,N,,
8/23/2013,SEINE,FMS,68,62,2.5,FIELD,N,,
